#SampleID	BarcodeSequence	LinkerPrimerSequence	SOURCE_ENV	Env	SourceSink	RUN_DATE	TITLE	STUDY_CENTER	COUNTRY	PMID	LAB_PERSON	LAB_PERSON_CONTACT	PRINCIPAL_INVESTIGATOR	PRINCIPAL_INVESTIGATOR_CONTACT	ENV_FEATURE	ENV_BIOME	SEQUENCING_METH	ENV_MATTER	TARGET_GENE	TARGET_SUBFRAGMENT	LOCATION	LATITUDE	LONGITUDE	MEAN_ANN_TEMP	MEAN_ANN_PRECIP	NET_PRIMARY_PROD	ELEVATION	RESIDENCE	NUM_BEDROOMS
1362.I			Lancaster	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1362	40	-76.2	10.72668196	89.72438838	1.39267868	150.8216705	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1363.I			Hertford	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1363	36.2	-76.5	15.625	101.1760703	2.09604028	2.469870329	One-family house detached from any other house	2
1364.I			memphis	TN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1364	35.2	-90	16.71513761	102.8070336	1.023394916	65.44611359	One-family house detached from any other house	4
1365.I			Corvallis	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1365	44.5	-123.3	10.75336391	91.75344037	1.420692009	144.807785	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1366.I			Harrisonburg	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1366	38.4	-78.9	12.62285933	80.3851682	1.46952605	400.1588745	One-family house detached from any other house	2
1367.I			Largo	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1367	27.9	-82.8	22.52897554	113.0506116	1.467443971	4.501904964	One-family house detached from any other house	3
1368.I			Williamstown	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1368	39.4	-81.4	11.33157492	89.34969419	2.002536336	263.4841614	One-family house detached from any other house	3
1369.I			Matthews	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1369	35.1	-80.7	16.00198777	93.89120795	1.739248934	201.6608276	One-family house detached from any other house	4
1370.I			Crozier	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1370	37.7	-77.8	14.06857798	89.16559633	2.032631738	79.20055389	One-family house detached from any other house	2
1371.I			Lenoir	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1371	35.9	-81.5	14.08600917	112.962156	2.611258339	469.4902649	One-family house detached from any other house	3
1372.I			salisbury	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1372	38.3	-75.6	13.48906728	89.87553517	1.35065869	5.246598244	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1373.I			Springfield	OH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1373	39.9	-83.8	10.77561162	80.11009174	1.100242276	312.742218	One-family house detached from any other house	4
1374.I			Erie	CO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1374	40.1	-105	7.221100917	32.97201835	0.720737433	1912.255859	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1375.I			Spring Hill	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1375	28.5	-82.5	22.22989297	115.0124618	2.482169895	9.300343513	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1376.I			 Franklinville	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1376	35.7	-79.7	14.81551988	94.3383792	1.67546184	200.5997162	One-family house detached from any other house	3
1377.I			Rochester	MN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1377	44	-92.5	6.868501529	59.67721713	1.044594181	312.5010986	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
1378.I			Berkeley	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1378	37.9	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1379.I			Durham	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1379	36.1	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	3
1380.I			Julian	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1380	36	-79.6	14.81551988	94.3383792	1.297092668	200.5997162	One-family house detached from any other house	4
1381.I			Eggleston	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1381	37.3	-80.6	11.10374618	88.66842508	2.508858275	695.4216919	One-family house detached from any other house	3
1382.I			Spencer	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1382	42.2	-76.5	7.400458716	73.25152905	1.517035135	392.8258362	One-family house detached from any other house	3
1383.I			Locust	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1383	35.3	-80.4	15.59923547	97.38860856	1.541262879	147.7502747	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
1384.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1384	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1385.I			Ames	IA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1385	42	-93.6	8.909785933	65.98272171	0.791527867	329.9030457	One-family house detached from any other house	2
1386.I			Grand Island	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1386	43	-79	8.34441896	79.10382263	1.065982742	179.2861176	One-family house detached from any other house	3
1387.I			JUNCTION CITY	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1387	40.8	-123.1	10.04587156	95.62094801	1.460251367	1044.701416	One-family house detached from any other house	1
1388.I			Cary	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1388	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1389.I			Anderson	SC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1389	34.6	-82.8	15.86697248	109.0136086	1.890672313	275.0289001	Duplex or two-family house (designed for two families)	2
1390.I			Seattle	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1390	47.7	-122.3	11.1014526	79.94380734	2.608986975	84.25081635	"High rise apartment (multiple units, with 5 or more stories)"	1
1391.I			Canal Fulton	OH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1391	40.9	-81.6	9.798623853	77.09740061	1.414635076	324.381958	One-family house detached from any other house	4
1392.I			Dallas	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1392	32.9	-96.8	18.8132263	75.17469419	0.778656872	155.8502808	One-family house detached from any other house	4
1393.I			Pawleys Island	SC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1393	33.4	-79.1	18.48470948	105.4142966	NA	4.238420486	One-family house detached from any other house	3
1394.I			Portland	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1394	45.5	-122.6	11.17729358	90.90749235	2.360463346	96.17082977	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
1395.I			Des Moines	IA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1395	41.6	-93.7	9.632492355	67.21873089	0.964907635	290.4547119	Duplex or two-family house (designed for two families)	4
1397.I			Lynchburg	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1397	37.4	-79.2	13.87331804	84.83990826	2.352892185	229.5341644	One-family house detached from any other house	5
1398.I			winston-salem	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1398	36.1	-80.3	14.2883792	90.05229358	2.060455779	275.8555603	One-family house detached from any other house	4
1399.I			weston	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1399	39	-80.5	11.09159021	97.83394495	2.192572677	395.1316528	One-family house detached from any other house	2
1400.I			Dubuque	IA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1400	42.5	-90.7	8.689143731	70.55382263	1.10289219	264.4100037	One-family house detached from any other house	3
1401.I			Hillsborough	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1401	36.1	-79.1	14.44793578	93.73470948	1.698932469	190.2480621	One-family house detached from any other house	3
1402.I			Berlin	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1402	38.4	-75.2	13.3911315	92.97637615	1.35065869	8.082706451	One-family house detached from any other house	4
1403.I			charlottesville	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1403	38	-78.7	12.62285933	80.3851682	2.266013008	400.1588745	One-family house detached from any other house	3
1404.I			Fairfax	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1404	38.9	-77.4	14.01888379	87.26605505	1.25412629	64.78483582	One-family house detached from any other house	3
1405.I			Kalamazoo	MI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1405	42.2	-85.6	9.557568807	76.51819572	1.197721076	251.7613831	One-family house detached from any other house	4
1406.I			Durham	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1406	36	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1407.I			Sioux Falls	SD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1407	43.6	-96.7	7.325382263	45.6411315	0.917209271	472.4302673	One-family house detached from any other house	3
1408.I			Willow Springs	MO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1408	37	-92	13.70558104	87.87912844	1.762719565	391.2316589	One-family house detached from any other house	3
1409.I			Dallas	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1409	32.9	-96.7	18.8132263	75.17469419	0.778656872	155.8502808	One-family house detached from any other house	5
1410.I			Jupiter	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1410	26.9	-80.1	23.64327217	124.9727829	NA	5.014381886	One-family house detached from any other house	3
1411.I			Charlotte	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1411	35	-80.8	16.00198777	93.89120795	1.739248934	201.6608276	One-family house detached from any other house	3
1412.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1412	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
